,Date,City,Country,Latitude,Longitude,Max Temperature (F),Humidity (%),Cloudiness (%),Wind Speed (mph)
281,1618704926,genhe,CN,50.7833,121.5167,42.89,43,6,4.03
282,1618704926,dharur,IN,18.8167,76.1167,80.55,24,17,8.23
283,1618704927,muros,ES,42.7762,-9.0603,50.0,76,54,6.49
284,1618704747,narsaq,GL,60.9167,-46.05,23.0,50,0,3.44
285,1618704755,kamenka,RU,51.3223,42.7678,42.1,87,1,3.78
286,1618704928,bahir dar,ET,11.5936,37.3908,67.28,56,69,4.63
287,1618704929,nome,US,64.5011,-165.4064,33.8,75,1,9.22
288,1618704870,safaga,EG,26.7292,33.9365,78.8,27,0,7.23
289,1618704756,sur,OM,22.5667,59.5289,81.43,57,61,3.51
290,1618704664,torrington,US,41.8007,-73.1212,46.0,76,94,3.96
291,1618704930,vila franca do campo,PT,37.7167,-25.4333,62.6,100,75,6.91
292,1618704679,gonaives,HT,19.45,-72.6833,81.93,60,0,1.1
293,1618704931,luderitz,NA,-26.6481,15.1594,77.9,38,34,7.45
294,1618704931,melfi,IT,40.9965,15.6514,39.99,38,40,5.75
295,1618704472,severo-kurilsk,RU,50.6789,156.125,38.12,62,100,7.4
296,1618704551,mar del plata,AR,-38.0023,-57.5575,66.99,94,90,5.75
297,1618704823,te anau,NZ,-45.4167,167.7167,53.35,90,99,5.64
298,1618704789,bonavista,CA,48.6499,-53.1147,35.01,93,100,4.61
299,1618704933,oistins,BB,13.0667,-59.5333,78.8,65,40,19.57
300,1618704664,ullapool,GB,57.8987,-5.1604,48.0,59,100,5.99
301,1618704933,gladstone,AU,-23.85,151.25,75.2,53,0,5.75
302,1618704934,oktyabrskiy,RU,54.4815,53.471,39.56,68,0,5.82
303,1618704934,sorong,ID,-0.8833,131.25,80.94,81,96,7.7
304,1618704634,westport,US,41.1415,-73.3579,50.0,57,95,3.76
305,1618704674,pacific grove,US,36.6177,-121.9166,57.2,72,75,10.36
306,1618704935,solano,US,38.2333,-121.9511,87.01,11,1,18.41
307,1618704691,sangar,RU,63.9242,127.4739,16.09,87,96,9.08
308,1618704936,svetogorsk,RU,61.1121,28.8632,39.0,64,0,4.61
309,1618704936,tahe,CN,52.3333,124.7333,47.52,45,13,4.18
310,1618704618,lagoa,PT,39.05,-27.9833,60.91,91,36,18.43
311,1618704906,aden,YE,12.7794,45.0367,80.17,71,31,16.98
312,1618704900,multan,PK,30.1956,71.4753,73.4,68,0,4.61
313,1618704847,wakkanai,JP,45.4094,141.6739,44.6,93,75,14.97
314,1618704937,touros,BR,-5.1989,-35.4608,77.0,88,75,3.44
315,1618704686,sao joao da barra,BR,-21.6403,-41.0511,75.24,82,95,13.29
316,1618704772,port hawkesbury,CA,45.6169,-61.3485,37.0,100,90,14.97
317,1618704938,atambua,ID,-9.1061,124.8925,77.27,74,95,3.06
318,1618704908,mangrol,IN,21.1167,70.1167,77.95,79,0,9.06
319,1618704939,port-de-bouc,FR,43.4,4.9833,46.4,81,0,4.61
320,1618704939,lingao,CN,19.9103,109.6859,75.92,87,62,12.66
321,1618704940,punta gorda,US,26.9298,-82.0454,79.0,73,1,8.05
322,1618704940,nanga eboko,CM,4.6833,12.3667,69.44,98,100,4.03
323,1618704720,weihe,CN,32.9952,105.3247,51.12,97,100,2.42
324,1618704941,fare,PF,-16.7,-151.0167,82.11,73,8,8.7
325,1618704941,isla mujeres,MX,21.2311,-86.731,82.4,78,40,12.66
326,1618704778,severo-yeniseyskiy,RU,60.3725,93.0408,18.52,81,100,11.32
327,1618704942,agdam,AZ,39.991,46.9274,57.13,73,58,2.71
328,1618704942,novopokrovka,UA,49.8425,36.5477,42.8,87,0,4.47
329,1618704582,meulaboh,ID,4.1363,96.1285,76.64,86,97,3.71
330,1618704943,inongo,CD,-1.95,18.2667,72.82,91,96,5.26
331,1618704943,newcastle,AU,-32.9272,151.7765,66.0,94,75,13.8
332,1618704793,tiznit,MA,29.5833,-9.5,61.43,67,0,3.18
333,1618704944,nizhneangarsk,RU,55.7833,109.55,20.25,72,88,8.81
334,1618704638,nantucket,US,41.2835,-70.0995,42.01,81,1,4.61
335,1618704945,japura,ID,-0.3167,102.35,72.93,94,99,1.95
336,1618704650,mount isa,AU,-20.7333,139.5,73.4,33,2,12.66
337,1618704544,tessalit,ML,20.1986,1.0114,84.83,20,89,7.74
338,1618704899,la asuncion,VE,11.0333,-63.8628,78.6,79,82,19.95
339,1618704737,srednekolymsk,RU,67.45,153.6833,31.48,74,99,18.77
340,1618704347,quelimane,MZ,-17.8786,36.8883,73.4,73,75,3.44
341,1618704700,pilar,BR,-9.5972,-35.9567,78.8,83,40,2.3
342,1618704623,lompoc,US,34.6391,-120.4579,57.99,72,1,12.66
343,1618704685,marienburg,PL,54.0359,19.0266,46.0,81,64,5.14
344,1618704947,the pas,CA,53.8251,-101.2541,41.0,60,75,11.5
345,1618704948,shache,CN,38.4167,77.2406,57.33,40,97,4.72
346,1618704732,sambava,MG,-14.2667,50.1667,76.24,85,98,5.48
347,1618704707,rio grande,BR,-32.035,-52.0986,68.0,95,11,11.07
348,1618704948,havoysund,NO,70.9963,24.6622,35.6,87,31,2.3
349,1618704949,rafaela,AR,-31.2503,-61.4867,73.0,52,11,6.04
350,1618704949,tottori,JP,35.5,134.2333,46.4,87,75,13.8
351,1618704630,necochea,AR,-38.5473,-58.7368,66.0,92,55,8.61
352,1618704724,calama,CL,-22.4667,-68.9333,59.0,26,0,12.66
353,1618704783,russell,US,32.3502,-85.1999,69.8,72,40,5.19
354,1618704689,kavaratti,IN,10.5669,72.642,83.66,69,6,5.61
355,1618704951,komsomolskiy,UZ,40.4272,71.7189,55.4,58,96,2.3
356,1618704951,kawalu,ID,-7.3817,108.2082,74.03,84,63,1.03
357,1618704731,kloulklubed,PW,7.0419,134.2556,82.4,78,90,9.22
358,1618704952,rosarito,MX,32.3333,-117.0333,66.0,67,1,9.22
359,1618704851,nokha,IN,27.6,73.4167,75.67,34,0,9.53
360,1618704727,asau,RO,46.4333,26.4,41.0,52,93,3.65
361,1618704625,sorland,NO,67.667,12.6934,41.61,72,57,10.76
362,1618704953,san patricio,US,28.017,-97.5169,63.0,67,90,16.11
363,1618704626,bubaque,GW,11.2833,-15.8333,76.53,74,91,11.45
364,1618704953,toila,EE,59.4236,27.5025,37.4,85,46,10.38
365,1618704954,gurupa,BR,-1.405,-51.64,74.19,97,79,2.73
366,1618704642,ilulissat,GL,69.2167,-51.1,8.6,66,90,16.11
367,1618704735,antofagasta,CL,-23.65,-70.4,62.6,82,0,6.91
368,1618704955,francisco sa,BR,-16.4758,-43.4883,69.8,64,0,2.3
369,1618704955,nishihara,JP,26.1842,127.7558,68.0,49,75,25.32
370,1618704676,nanortalik,GL,60.1432,-45.2371,25.2,56,1,27.67
371,1618704956,havre-saint-pierre,CA,50.2334,-63.5986,30.2,80,1,5.75
372,1618704784,nelson bay,AU,-32.7167,152.15,57.99,94,90,12.66
373,1618704956,glendive,US,47.1053,-104.7125,60.01,23,1,6.91
374,1618704957,abbeville,FR,50.1,1.8333,37.99,84,56,4.56
375,1618704957,novichikha,RU,52.204,81.3877,33.44,81,2,6.85
376,1618704958,honningsvag,NO,70.9821,25.9704,36.21,78,14,15.86
377,1618704958,buraydah,SA,26.326,43.975,68.0,52,0,6.91
378,1618704959,kalghatgi,IN,15.1833,74.9667,73.44,77,12,5.95
379,1618704682,galle,LK,6.0367,80.217,76.77,89,100,2.17
380,1618704959,robertsport,LR,6.7533,-11.3686,78.89,73,99,3.53
381,1618704683,adrar,MR,20.5022,-10.0711,73.42,20,0,10.78
382,1618704841,vestmannaeyjar,IS,63.4427,-20.2734,39.99,64,100,19.01
383,1618704960,brasileia,BR,-11.0161,-68.7481,74.32,96,100,2.59
384,1618704961,erzin,TR,36.9559,36.2,69.01,55,84,1.99
385,1618704961,auch,FR,43.65,0.5833,43.0,68,63,3.0
386,1618704961,tocopilla,CL,-22.092,-70.1979,67.68,68,12,6.04
387,1618704962,porbandar,IN,21.6422,69.6093,78.37,85,1,9.62
388,1618704962,ayan,RU,56.45,138.1667,25.72,90,97,4.18
389,1618704701,otradnoye,RU,59.7775,30.8181,46.4,39,0,6.71
390,1618704679,yulara,AU,-25.2406,130.9889,60.8,44,0,13.8
391,1618704963,pauini,BR,-7.7136,-66.9764,73.72,97,88,2.44
392,1618704964,ola,RU,59.5833,151.2833,28.74,84,91,5.61
393,1618704964,odweyne,SO,9.4092,45.064,74.43,59,87,2.82
394,1618704629,petropavlovsk-kamchatskiy,RU,53.0452,158.6483,48.2,37,100,6.71
395,1618704784,monrovia,LR,6.3005,-10.7969,76.73,84,99,1.23
396,1618704965,monkey bay,MW,-14.0728,34.9201,69.62,83,91,17.92
397,1618704786,raga,SS,8.4596,25.678,77.13,20,55,3.74
398,1618704553,rawson,AR,-43.3002,-65.1023,61.41,63,96,19.08
399,1618704966,iskateley,RU,67.6803,53.1512,7.92,88,37,5.99
400,1618704966,whitianga,NZ,-36.8333,175.7,66.99,64,22,7.0
401,1618704967,chumikan,RU,54.7183,135.315,28.02,85,36,1.63
402,1618704967,kant,IN,27.8,79.8,72.43,41,0,6.69
403,1618704968,nouna,BF,12.7333,-3.8667,87.89,35,95,9.8
404,1618704968,prudy,RU,57.5738,46.2718,34.45,90,7,5.88
405,1618704968,great bend,US,38.3645,-98.7648,51.8,54,90,8.05
406,1618704942,antalaha,MG,-14.9003,50.2788,74.39,91,96,5.93
407,1618704621,tilichiki,RU,60.4667,166.1,28.33,76,67,9.82
408,1618704969,ponta delgada,PT,37.7333,-25.6667,62.6,100,75,6.91
409,1618704970,sesimbra,PT,38.4445,-9.1015,62.01,44,0,2.3
410,1618704660,seoul,KR,37.5683,126.9778,48.2,61,20,9.22
411,1618704970,nea peramos,GR,38.0076,23.423,59.0,82,20,2.57
412,1618704614,hervey bay,AU,-25.2986,152.8535,73.99,71,30,5.99
413,1618704890,portland,US,45.5234,-122.6762,84.2,13,1,6.91
414,1618704714,alofi,NU,-19.0595,-169.9187,80.6,74,15,3.44
415,1618704798,muli,MV,2.9167,73.5667,82.6,70,47,10.07
416,1618704924,catumbela,AO,-12.4314,13.5472,79.45,75,16,4.18
417,1618704972,hasaki,JP,35.7333,140.8333,66.2,34,20,17.27
418,1618704972,antsohihy,MG,-14.8796,47.9875,73.17,95,67,3.09
419,1618704973,mhlume,SZ,-26.0333,31.85,57.2,82,0,2.3
420,1618704711,namibe,AO,-15.1961,12.1522,82.31,65,0,1.74
421,1618704974,badarwas,IN,24.9667,77.5667,77.86,31,25,7.16
422,1618704974,aksu,CN,41.1231,80.2644,56.32,29,44,4.43
423,1618704975,bentiu,SS,9.2333,29.8333,84.15,18,11,1.3
424,1618704961,umm kaddadah,SD,13.6017,26.6876,76.12,8,48,13.58
425,1618704975,tahta,EG,26.7693,31.5021,77.0,20,0,4.61
426,1618704976,olinda,BR,-8.0089,-34.8553,75.2,88,75,8.21
427,1618704976,nata,PA,8.3333,-80.5167,80.6,83,75,5.32
428,1618704977,baruun-urt,MN,46.6806,113.2792,47.89,21,0,17.29
429,1618704977,jinchang,CN,38.4953,102.1739,51.69,20,26,2.37
430,1618704978,danilov,RU,58.1908,40.1717,37.22,85,3,6.06
431,1618704839,ebbw vale,GB,51.7771,-3.2079,42.01,73,86,1.83
432,1618704717,bac lieu,VN,9.285,105.7244,81.55,74,56,2.77
433,1618704978,banda aceh,ID,5.5577,95.3222,79.57,79,67,7.52
434,1618704979,kihei,US,20.785,-156.4656,78.8,65,40,11.5
435,1618704979,mocuba,MZ,-16.8392,36.9856,63.28,96,73,3.4
436,1618704980,makubetsu,JP,45.3714,141.8211,44.6,93,75,10.36
437,1618704980,lewisporte,CA,49.2499,-55.0482,32.0,93,75,12.66
438,1618704981,gold coast,AU,-28.0,153.4333,71.01,56,13,13.8
439,1618704981,khandyga,RU,62.6667,135.6,27.52,75,91,9.98
440,1618704981,urumqi,CN,43.801,87.6005,57.2,44,0,4.47
441,1618704766,constitucion,CL,-35.3333,-72.4167,55.85,88,83,3.65
442,1618704808,tazovskiy,RU,67.4667,78.7,-2.04,97,100,7.72
443,1618704982,kruisfontein,ZA,-34.0033,24.7314,61.0,32,16,4.14
444,1618704983,tingi,TZ,-11.3,35.0333,57.83,91,29,5.73
445,1618704983,mananara,MG,-16.1667,49.7667,75.0,93,84,6.98
446,1618704984,port keats,AU,-14.25,129.55,79.7,39,93,15.32
447,1618704984,puerto quijarro,BO,-17.7833,-57.7667,79.97,61,52,1.95
448,1618704674,uray,RU,60.1247,64.7758,26.01,80,100,18.32
449,1618704985,zhangjiakou,CN,40.81,114.8794,49.17,21,0,1.5
450,1618704763,lazaro cardenas,MX,17.9583,-102.2,80.92,55,1,11.81
451,1618704620,kharp,RU,66.8014,65.8081,-5.58,93,22,6.71
452,1618704985,manado,ID,1.487,124.8455,84.2,74,20,3.44
453,1618704986,kalemie,CD,-5.9475,29.1947,71.44,84,69,3.69
454,1618704986,riga,LV,57.0,24.0833,46.4,53,0,5.75
455,1618704987,nuevo progreso,MX,23.1667,-97.95,64.99,69,88,10.0
456,1618704987,kaabong,UG,3.4836,34.1492,66.96,76,99,18.5
457,1618704945,inta,RU,66.0317,60.1659,2.71,87,12,8.01
458,1618704988,olden,NO,61.8364,6.8064,35.01,87,3,1.01
459,1618704988,san carlos de bariloche,AR,-41.1456,-71.3082,59.0,38,75,10.36
460,1618704989,mabaruma,GY,8.2,-59.7833,74.97,86,72,4.76
461,1618704989,mbandaka,CD,0.0487,18.2603,72.21,89,72,2.06
462,1618704646,vallenar,CL,-28.5708,-70.7581,66.79,64,0,2.86
463,1618704990,yenotayevka,RU,47.2456,47.0281,53.65,72,100,6.08
464,1618704990,yenagoa,NG,4.9247,6.2642,77.92,90,90,3.44
465,1618704991,anadyr,RU,64.75,177.4833,28.0,93,90,11.18
466,1618704991,sobolevo,RU,54.4299,31.8996,46.18,85,100,12.3
467,1618704718,ndende,GA,-2.4008,11.3581,70.77,94,100,1.95
468,1618704992,skibbereen,IE,51.55,-9.2667,44.6,100,75,9.22
469,1618704992,fortuna,US,40.5982,-124.1573,55.0,82,1,11.5
470,1618704641,saint anthony,US,45.0205,-93.218,55.99,33,90,10.36
471,1618704993,chivana,HN,15.75,-87.9833,87.8,66,75,9.22
472,1618704794,christchurch,NZ,-43.5333,172.6333,60.8,48,5,4.61
473,1618704864,tarakan,ID,3.3,117.6333,80.6,89,75,6.91
474,1618704995,margate,GB,51.3813,1.3862,41.0,73,97,10.6
475,1618704926,cap malheureux,MU,-19.9842,57.6142,77.0,89,39,3.0
476,1618704996,dzaoudzi,YT,-12.7887,45.2699,82.4,78,75,17.27
477,1618704736,mehamn,NO,71.0357,27.8492,34.79,80,12,11.68
478,1618704996,somerset east,ZA,-32.7217,25.588,63.48,18,82,7.38
479,1618704997,bull savanna,JM,17.8868,-77.5902,76.26,83,1,11.56
480,1618704687,coahuayana,MX,18.7333,-103.6833,78.8,29,1,11.5
481,1618704738,trincomalee,LK,8.5711,81.2335,79.57,81,91,6.35
482,1618704998,jamkhandi,IN,16.5167,75.3,79.47,50,53,7.92
483,1618704998,kirkwood,US,38.5834,-90.4068,59.0,51,75,6.91
484,1618704999,ormara,PK,25.2088,64.6357,78.85,81,6,6.98
485,1618704999,manokwari,ID,-0.8667,134.0833,81.23,73,82,0.96
486,1618705000,iranshahr,IR,27.2025,60.6848,71.6,18,0,4.61
487,1618705000,korem,ET,12.5058,39.5228,56.79,67,57,2.21
488,1618704924,huntington,US,38.4193,-82.4452,53.6,58,90,0.74
489,1618705001,hassleholm,SE,56.1591,13.7664,42.8,60,20,5.75
490,1618705002,malya,TZ,-2.9833,33.5167,62.96,89,64,5.66
491,1618704786,nabire,ID,-3.3667,135.4833,76.78,91,100,2.13
492,1618705002,nyurba,RU,63.2842,118.3319,13.41,87,100,12.35
493,1618704804,bowen,AU,-20.0167,148.2333,77.0,83,90,9.22
494,1618704787,los llanos de aridane,ES,28.6585,-17.9182,68.0,68,75,13.8
495,1618704972,colac,AU,-38.3333,143.5833,55.0,1,89,5.01
496,1618705004,mayakonda,IN,14.2833,76.0833,76.73,66,58,6.15
497,1618705004,kantilo,IN,20.35,85.1833,78.8,94,20,5.75
498,1618704948,liverpool,GB,53.4106,-2.9779,46.4,76,0,2.3
499,1618705005,cabot,US,34.9745,-92.0165,59.0,73,91,8.25
500,1618705005,la ciotat,FR,43.1748,5.6045,48.0,82,100,9.17
501,1618705006,boyolangu,ID,-8.1181,111.8935,76.93,85,72,0.69
502,1618704615,kahului,US,20.8947,-156.47,78.8,65,40,11.5
503,1618705007,pemba,MZ,-12.974,40.5178,71.6,94,20,10.36
504,1618704814,ostrovnoy,RU,68.0531,39.5131,29.08,83,96,6.35
505,1618705007,fairlie,GB,55.756,-4.8556,39.99,89,100,7.25
506,1618705008,kenai,US,60.5544,-151.2583,53.6,40,1,11.5
507,1618705008,savinka,RU,50.0785,47.0994,45.9,84,50,8.79
508,1618704636,waipawa,NZ,-41.4122,175.5153,64.4,48,5,9.22
509,1618704910,pemberton,CA,50.3164,-122.8027,75.2,25,30,6.91
510,1618704910,emerald,AU,-23.5333,148.1667,70.0,56,0,13.8
511,1618705009,bada,RU,51.392,109.8717,35.76,63,97,14.72
512,1618704809,poum,NC,-20.2333,164.0167,80.02,71,62,17.6
513,1618705010,brooks,CA,50.5834,-111.8851,69.8,16,90,13.8
514,1618705011,the valley,AI,18.217,-63.0578,81.0,78,20,6.91
515,1618705011,marzuq,YE,14.4,46.4667,67.51,43,0,3.0
516,1618705012,rathdrum,US,47.8137,-116.892,73.0,20,1,10.36
517,1618704632,aklavik,CA,68.2191,-135.0107,48.2,31,20,6.91
518,1618705012,aketi,CD,2.7388,23.7833,69.94,95,100,1.86
519,1618704767,hambantota,LK,6.1241,81.1185,77.18,85,99,14.45
520,1618704903,cabedelo,BR,-6.9811,-34.8339,73.4,100,0,5.75
521,1618704444,namatanai,PG,-3.6667,152.4333,83.97,72,93,14.54
522,1618705014,kostomuksha,RU,64.571,30.5767,27.72,97,8,1.61
523,1618704782,ewa beach,US,21.3156,-158.0072,82.4,57,90,5.75
524,1618705014,flic en flac,MU,-20.2742,57.3631,77.0,94,75,5.75
525,1618705015,sibolga,ID,1.7427,98.7792,75.43,83,56,3.51
526,1618705015,waingapu,ID,-9.6567,120.2641,80.15,77,86,5.57
527,1618705016,caninde de sao francisco,BR,-9.66,-37.7894,73.94,86,97,7.96
528,1618705016,asfi,MA,32.2994,-9.2372,61.75,88,26,12.62
529,1618704730,klaksvik,FO,62.2266,-6.589,46.4,81,100,26.46
530,1618704983,kununurra,AU,-15.7667,128.7333,80.6,26,22,14.97
531,1618705017,gerash,IR,27.6652,54.1371,64.4,32,0,2.08
532,1618704633,maumere,ID,-8.6199,122.2111,82.02,68,44,5.08
533,1618705017,safranbolu,TR,41.2508,32.6942,53.15,85,86,3.36
534,1618705018,muravlenko,RU,63.7898,74.523,-9.06,99,41,10.11
535,1618705018,ziro,IN,27.6333,93.8333,49.39,93,94,1.79
536,1618704842,suez,EG,29.9737,32.5263,72.45,35,3,7.9
537,1618705019,filingue,NE,14.3521,3.3168,87.28,17,62,3.56
538,1618704790,swan hill,AU,-35.3378,143.5544,60.6,58,1,8.08
539,1618705020,iaciara,BR,-14.0958,-46.6317,72.43,54,61,1.72
540,1618705020,carbonia,IT,39.1672,8.5222,46.99,93,0,3.44
541,1618704600,port hardy,CA,50.6996,-127.4199,66.2,45,1,4.61
542,1618705021,dieppe,FR,49.75,1.1667,37.99,75,0,4.61
543,1618704798,merauke,ID,-8.4667,140.3333,76.41,94,100,3.94
544,1618704979,saint-augustin,CA,51.226,-58.6502,33.04,76,6,14.29
545,1618704902,lewiston,US,44.1003,-70.2148,42.8,75,90,4.61
546,1618705022,kangaatsiaq,GL,68.3065,-53.4641,11.3,71,100,5.86
547,1618705023,neuquen,AR,-38.9516,-68.0591,64.4,55,0,4.61
548,1618705023,yarmouth,US,41.7057,-70.2286,43.0,81,90,8.37
549,1618705024,ulaangom,MN,49.9811,92.0667,41.79,53,6,2.19
550,1618704738,makarov,RU,48.6333,142.8,34.79,99,100,7.49
551,1618705025,hit,IQ,33.6416,42.8251,76.86,18,0,6.76
552,1618705025,moanda,GA,-1.5575,13.2178,69.1,97,100,1.14
553,1618704855,nouakchott,MR,18.0858,-15.9785,71.6,78,0,12.66
554,1618705026,staryy nadym,RU,65.6118,72.6842,-8.88,98,30,9.19
555,1618705026,novopavlovka,RU,51.2172,109.2091,34.27,67,100,11.3
556,1618704639,kaeo,NZ,-35.1,173.7833,69.01,54,31,5.01
557,1618705027,kindia,GN,10.0569,-12.8658,75.7,81,98,1.52
558,1618705027,toamasina,MG,-18.1667,49.3833,69.8,94,75,16.11
559,1618705028,dhidhdhoo,MV,6.8833,73.1,83.61,71,34,5.75
560,1618705028,ascope,PE,-7.7144,-79.1078,66.2,88,75,9.22
561,1618705029,quatre cocos,MU,-20.2078,57.7625,77.0,94,75,5.75
562,1618704422,tautira,PF,-17.7333,-149.15,87.8,66,20,12.66
